focal_cell_type,neighbor_cell_type,region,observed_proportion,expected_proportion,enrichment_score,log2_enrichment,fraction_significant_raw,n_focal_cells,n_rois,fraction_significant_fdr
activated_immune,myeloid,Cortex,0.02109375,0.011981765590900752,2.0530815972222225,,0.18181818181818182,128.0,11.0,0.0
activated_immune,myeloid,Medulla,0.010365853658536586,0.018792471140889697,0.5592000528118635,,0.0,164.0,12.0,0.0
activated_immune,neutrophil,Cortex,0.17214285714285715,0.17507687411068534,1.006735232069247,,0.25,140.0,12.0,0.0
activated_immune,neutrophil,Medulla,0.12621951219512192,0.1465418205695808,0.8470641654641295,-0.3110237699088481,0.08333333333333333,164.0,12.0,0.0
activated_m2_cd140b,activated_endothelial_cd140b,Cortex,0.10671140939597316,0.1202076549099291,0.8870730188924375,-0.3324036674547408,0.2727272727272727,149.0,11.0,0.0
activated_m2_cd140b,activated_endothelial_cd140b,Medulla,0.09308510638297872,0.0871303017637646,1.0703223610462622,0.034730029361436404,0.08333333333333333,188.0,12.0,0.08333333333333333
activated_m2_cd140b,activated_endothelial_cd44,Cortex,0.046308724832214765,0.09872717226585079,0.45748395711133094,,0.18181818181818182,149.0,11.0,0.09090909090909091
activated_m2_cd140b,activated_endothelial_cd44,Medulla,0.05585106382978723,0.13853460312940996,0.40152857944818154,-1.4083790083533039,0.5833333333333334,188.0,12.0,0.4166666666666667
activated_m2_cd140b,activated_fibroblast_cd140b,Cortex,0.0832214765100671,0.04071945463524435,2.168044845503832,,0.36363636363636365,149.0,11.0,0.2727272727272727
activated_m2_cd140b,activated_fibroblast_cd140b,Medulla,0.07819148936170213,0.05305869040311536,1.4790994829173212,0.5322674828581343,0.25,188.0,12.0,0.08333333333333333
activated_m2_cd140b,activated_fibroblast_cd44,Cortex,0.06241610738255034,0.06990843369777454,0.9267549674662089,-0.2946877053030347,0.09090909090909091,149.0,11.0,0.0
activated_m2_cd140b,activated_fibroblast_cd44,Medulla,0.061170212765957445,0.07543782211723396,0.8109912300435789,,0.08333333333333333,188.0,12.0,0.08333333333333333
activated_m2_cd140b,activated_immune,Cortex,0.0087248322147651,0.007598693444626837,1.3321718866517527,,0.0,149.0,11.0,0.0
activated_m2_cd140b,activated_immune,Medulla,0.00797872340425532,0.012323419880706826,0.6341834038579972,,0.0,188.0,12.0,0.0
activated_m2_cd140b,activated_m2_cd140b,Cortex,0.16375838926174496,0.03616983756262771,4.083377881475281,,0.45454545454545453,149.0,11.0,0.36363636363636365
activated_m2_cd140b,activated_m2_cd140b,Medulla,0.10851063829787233,0.039842365732298185,3.4653112121538103,,0.5833333333333334,188.0,12.0,0.5833333333333334
activated_m2_cd140b,activated_m2_cd44,Cortex,0.11879194630872483,0.11838363308846331,0.973093408571181,,0.09090909090909091,149.0,11.0,0.0
activated_m2_cd140b,activated_m2_cd44,Medulla,0.09627659574468084,0.0854446134842712,1.1613411242913545,0.1012369913493871,0.25,188.0,12.0,0.0
activated_m2_cd140b,activated_myeloid_cd140b,Cortex,0.01666666666666667,0.008686412633163915,2.013592707614447,,0.0,138.0,10.0,0.0
