focal_cell_type,neighbor_cell_type,region,observed_proportion,expected_proportion,enrichment_score,log2_enrichment,fraction_significant_raw,n_focal_cells,n_rois,fraction_significant_fdr
immune_cells,activated_m2_cd140b,Medulla,0.017534722222222222,0.013980778618819559,1.2786572892512962,0.2667954603871338,0.08333333333333333,576.0,12.0,0.0
immune_cells,activated_m2_cd44,Cortex,0.08148936170212767,0.08802003439512612,0.9636894160298914,-0.13482177053371502,0.3333333333333333,470.0,12.0,0.08333333333333333
immune_cells,activated_m2_cd44,Medulla,0.09444444444444444,0.08686231115949097,1.0633605241487407,0.06495160788346002,0.0,576.0,12.0,0.0
immune_cells,activated_myeloid_cd140b,Cortex,0.006971153846153846,0.0052484964793964506,1.2131419795482297,,0.09090909090909091,416.0,11.0,0.0
immune_cells,activated_myeloid_cd140b,Medulla,0.006597222222222222,0.00544181983949995,1.5928263099747477,0.2915963674445545,0.08333333333333333,576.0,12.0,0.0
immune_cells,activated_myeloid_cd44,Cortex,0.04021276595744681,0.04159979192734071,1.0480769062993953,-0.02486944116252303,0.08333333333333333,470.0,12.0,0.08333333333333333
immune_cells,activated_myeloid_cd44,Medulla,0.036805555555555564,0.038047488795289325,1.0000237009436805,-0.16535348790563154,0.16666666666666666,576.0,12.0,0.0
immune_cells,endothelial,Cortex,0.16446808510638297,0.16010021603487604,1.0358335224646387,0.03422348654315415,0.0,470.0,12.0,0.0
immune_cells,endothelial,Medulla,0.14375,0.14751611868233003,0.9756157097939779,-0.08242610730338651,0.25,576.0,12.0,0.25
immune_cells,fibroblast,Cortex,0.0625531914893617,0.055594362066519194,1.1490220306657435,0.13348910497395883,0.08333333333333333,470.0,12.0,0.08333333333333333
immune_cells,fibroblast,Medulla,0.071875,0.06922876682715993,1.0397375472627148,-0.04381124680719749,0.3333333333333333,576.0,12.0,0.08333333333333333
immune_cells,immune_cells,Cortex,0.09595744680851064,0.05776249280907519,1.9393609400998575,0.7777448727209693,0.75,470.0,12.0,0.5
immune_cells,immune_cells,Medulla,0.10225694444444446,0.06073674311149735,1.6554136327095357,0.5734599378204971,0.5833333333333334,576.0,12.0,0.4166666666666667
immune_cells,m2_macrophage,Cortex,0.02191489361702128,0.01496599202696664,1.7161657180602734,,0.3333333333333333,470.0,12.0,0.08333333333333333
immune_cells,m2_macrophage,Medulla,0.04253472222222222,0.026888614191189566,1.4999385466884962,0.40097867973843404,0.4166666666666667,576.0,12.0,0.25
immune_cells,myeloid,Cortex,0.013411764705882354,0.012096925481797529,1.3299253034547152,0.14833186169576057,0.0,425.0,11.0,0.0
immune_cells,myeloid,Medulla,0.027256944444444445,0.01901369223021413,1.1916361792038308,0.055186674966411005,0.25,576.0,12.0,0.08333333333333333
immune_cells,neutrophil,Cortex,0.16978723404255322,0.17649781090098376,0.9727555355756872,-0.06767730338617993,0.25,470.0,12.0,0.08333333333333333
immune_cells,neutrophil,Medulla,0.14965277777777775,0.14650953252718996,1.028263126845399,0.018390474508376633,0.16666666666666666,576.0,12.0,0.0
m2_macrophage,activated_endothelial_cd140b,Cortex,0.08029197080291971,0.1016235137316711,0.8458683856161092,-0.333135137995219,0.16666666666666666,137.0,12.0,0.08333333333333333
m2_macrophage,activated_endothelial_cd140b,Medulla,0.055862068965517236,0.0738791833217398,0.7686122775122588,-0.45516849983626145,0.16666666666666666,290.0,12.0,0.0
m2_macrophage,activated_endothelial_cd44,Cortex,0.10875912408759125,0.13696924873411256,0.7814900800382547,-0.5835100764536035,0.16666666666666666,137.0,12.0,0.16666666666666666
m2_macrophage,activated_endothelial_cd44,Medulla,0.0879310344827586,0.16454154492269335,0.5297069811717925,-1.2899950947883687,0.6666666666666666,290.0,12.0,0.3333333333333333
m2_macrophage,activated_fibroblast_cd140b,Cortex,0.04817518248175182,0.044446664055824245,1.0678967301267162,,0.08333333333333333,137.0,12.0,0.0
m2_macrophage,activated_fibroblast_cd140b,Medulla,0.04655172413793104,0.050709842106693014,0.8338669855486013,-0.6623164748616784,0.16666666666666666,290.0,12.0,0.0
m2_macrophage,activated_fibroblast_cd44,Cortex,0.07007299270072993,0.06754326351285897,1.1843824693086662,,0.16666666666666666,137.0,12.0,0.08333333333333333
m2_macrophage,activated_fibroblast_cd44,Medulla,0.035172413793103444,0.08074534437493655,0.5420273087544799,,0.4166666666666667,290.0,12.0,0.08333333333333333
m2_macrophage,activated_immune,Cortex,0.015328467153284672,0.01395474224565095,0.8076569769923594,,0.0,137.0,12.0,0.0
m2_macrophage,activated_immune,Medulla,0.007586206896551725,0.014097829394572083,0.6209087235730238,,0.08333333333333333,290.0,12.0,0.08333333333333333
m2_macrophage,activated_m2_cd140b,Cortex,0.020930232558139535,0.016584451737538464,1.3151937919304484,,0.09090909090909091,129.0,11.0,0.0
m2_macrophage,activated_m2_cd140b,Medulla,0.03517241379310345,0.016415074907904233,2.2589844587714913,0.9075536971612252,0.5,290.0,12.0,0.25
m2_macrophage,activated_m2_cd44,Cortex,0.12116788321167885,0.09381577375037137,1.2254881495774166,,0.3333333333333333,137.0,12.0,0.16666666666666666
m2_macrophage,activated_m2_cd44,Medulla,0.1117241379310345,0.08108351540424186,1.4414132783881273,,0.4166666666666667,290.0,12.0,0.16666666666666666
m2_macrophage,activated_myeloid_cd140b,Cortex,0.012727272727272728,0.0062394291402381,1.9662806637806636,,0.0,110.0,11.0,0.0
m2_macrophage,activated_myeloid_cd140b,Medulla,0.003448275862068965,0.00563903458463953,0.6572228317659352,,0.0,290.0,12.0,0.0
m2_macrophage,activated_myeloid_cd44,Cortex,0.035036496350364967,0.035277184342066586,0.9744063136687616,,0.0,137.0,12.0,0.0
m2_macrophage,activated_myeloid_cd44,Medulla,0.02758620689655172,0.029364032447014878,0.9469760365274082,,0.0,290.0,12.0,0.0
m2_macrophage,endothelial,Cortex,0.13795620437956202,0.16733979021487883,0.8391822801157843,-0.31158450820532546,0.08333333333333333,137.0,12.0,0.08333333333333333
m2_macrophage,endothelial,Medulla,0.13413793103448274,0.15044662009859605,0.881184129847511,-0.20583871132900095,0.0,290.0,12.0,0.0
m2_macrophage,fibroblast,Cortex,0.051094890510948905,0.056031834123582244,0.9388088208521485,,0.08333333333333333,137.0,12.0,0.0
m2_macrophage,fibroblast,Medulla,0.06896551724137931,0.0679710521104481,1.0926770412793074,-0.01987935369473164,0.16666666666666666,290.0,12.0,0.08333333333333333
m2_macrophage,immune_cells,Cortex,0.06715328467153284,0.05134318432608993,1.4159332514110785,,0.3333333333333333,137.0,12.0,0.08333333333333333
m2_macrophage,immune_cells,Medulla,0.08,0.05340635094525928,1.5792304849637133,0.5480480285178964,0.3333333333333333,290.0,12.0,0.25
m2_macrophage,m2_macrophage,Cortex,0.029197080291970802,0.02050622183801664,1.2861080441909125,,0.08333333333333333,137.0,12.0,0.0
m2_macrophage,m2_macrophage,Medulla,0.09827586206896553,0.035813994989533846,2.446775264384609,,0.5833333333333334,290.0,12.0,0.3333333333333333
m2_macrophage,myeloid,Cortex,0.01707317073170732,0.012540610318136435,1.5184475416182734,,0.0,123.0,11.0,0.0
m2_macrophage,myeloid,Medulla,0.04448275862068966,0.02168038419477237,1.9536482299975555,0.7854012301189325,0.16666666666666666,290.0,12.0,0.08333333333333333
m2_macrophage,neutrophil,Cortex,0.1905109489051095,0.17926371380590253,1.0577091612963254,0.03844362593468145,0.08333333333333333,137.0,12.0,0.08333333333333333
m2_macrophage,neutrophil,Medulla,0.16310344827586207,0.15420619619695514,1.0668400397756552,0.056963445386451136,0.16666666666666666,290.0,12.0,0.0
myeloid,activated_endothelial_cd140b,Cortex,0.08350515463917525,0.11095179293505372,0.7575921187856229,,0.09090909090909091,97.0,11.0,0.0
myeloid,activated_endothelial_cd140b,Medulla,0.06717171717171719,0.0777830006974694,0.8639859771410587,-0.24651420579280195,0.0,198.0,12.0,0.0
myeloid,activated_endothelial_cd44,Cortex,0.12164948453608249,0.13818654744659528,0.8825714179263615,,0.0,97.0,11.0,0.0
myeloid,activated_endothelial_cd44,Medulla,0.10353535353535354,0.1673348646560483,0.6247601976496834,-0.9576841525968148,0.5833333333333334,198.0,12.0,0.16666666666666666
myeloid,activated_fibroblast_cd140b,Cortex,0.04432989690721649,0.047774039186436544,0.8967404215481948,,0.0,97.0,11.0,0.0
myeloid,activated_fibroblast_cd140b,Medulla,0.052020202020202015,0.052712315518797424,0.9516116040937102,-0.24576083520960953,0.08333333333333333,198.0,12.0,0.0
myeloid,activated_fibroblast_cd44,Cortex,0.061855670103092786,0.06393403523343626,0.9371711749999622,-0.21036393679829138,0.0,97.0,11.0,0.0
myeloid,activated_fibroblast_cd44,Medulla,0.03787878787878788,0.07496877688973343,0.5618619128808212,-1.4810789441977015,0.3333333333333333,198.0,12.0,0.08333333333333333
myeloid,activated_immune,Cortex,0.026804123711340208,0.015810989645724704,1.728886778802677,,0.18181818181818182,97.0,11.0,0.0
myeloid,activated_immune,Medulla,0.011111111111111112,0.015565481146999545,0.8105664809541814,,0.08333333333333333,198.0,12.0,0.0
myeloid,activated_m2_cd140b,Cortex,0.015555555555555557,0.013581895476461853,0.7422602928985909,,0.0,90.0,10.0,0.0
myeloid,activated_m2_cd140b,Medulla,0.02878787878787879,0.01709066308013783,1.90296145864221,,0.16666666666666666,198.0,12.0,0.0
myeloid,activated_m2_cd44,Cortex,0.122680412371134,0.09707128215063326,1.1645759155466804,0.07403486297083119,0.2727272727272727,97.0,11.0,0.09090909090909091
myeloid,activated_m2_cd44,Medulla,0.09444444444444444,0.0803740241193172,1.1939977279458747,0.21587695573529858,0.08333333333333333,198.0,12.0,0.08333333333333333
myeloid,activated_myeloid_cd140b,Cortex,0.011363636363636364,0.005314310910294775,2.145078012265512,,0.1,88.0,10.0,0.1
myeloid,activated_myeloid_cd140b,Medulla,0.012121212121212123,0.0063335357068746625,2.1064126109580656,,0.25,198.0,12.0,0.0
myeloid,activated_myeloid_cd44,Cortex,0.05154639175257731,0.03851847620197699,1.371681120393846,0.05978909831415057,0.2727272727272727,97.0,11.0,0.09090909090909091
myeloid,activated_myeloid_cd44,Medulla,0.04848484848484849,0.034379368774178506,1.550157711333078,0.388242073946399,0.4166666666666667,198.0,12.0,0.08333333333333333
myeloid,endothelial,Cortex,0.14123711340206185,0.15743519990622845,0.885670956488486,-0.3116794770184198,0.18181818181818182,97.0,11.0,0.18181818181818182
myeloid,endothelial,Medulla,0.10757575757575757,0.1446067694157028,0.726245526290019,-0.5345828830464949,0.08333333333333333,198.0,12.0,0.08333333333333333
myeloid,fibroblast,Cortex,0.06494845360824741,0.05592368212729326,1.1128297412985508,,0.0,97.0,11.0,0.0
myeloid,fibroblast,Medulla,0.0707070707070707,0.06785847372765061,1.1085189595710312,0.00047308188668897564,0.16666666666666666,198.0,12.0,0.0
myeloid,immune_cells,Cortex,0.06082474226804124,0.05300199309034999,1.3001951252604935,0.1828023470522138,0.09090909090909091,97.0,11.0,0.0
myeloid,immune_cells,Medulla,0.08232323232323233,0.05531255921516838,1.5179104700965622,,0.3333333333333333,198.0,12.0,0.08333333333333333
myeloid,m2_macrophage,Cortex,0.021649484536082474,0.015902011021966818,1.53059646539028,,0.09090909090909091,97.0,11.0,0.0
myeloid,m2_macrophage,Medulla,0.06616161616161616,0.03175409806305044,1.8044708635367432,0.6604841743164449,0.16666666666666666,198.0,12.0,0.08333333333333333
myeloid,myeloid,Cortex,0.01649484536082474,0.013807473957560615,1.084135166093929,,0.09090909090909091,97.0,11.0,0.09090909090909091
myeloid,myeloid,Medulla,0.05252525252525252,0.022200264400036755,2.110855353047382,,0.4166666666666667,198.0,12.0,0.16666666666666666
myeloid,neutrophil,Cortex,0.1577319587628866,0.17425948789068735,0.9040653277375489,-0.2432106301266626,0.09090909090909091,97.0,11.0,0.0
myeloid,neutrophil,Medulla,0.16515151515151513,0.15172580458883475,1.094552355395588,0.09721766834591189,0.16666666666666666,198.0,12.0,0.0
neutrophil,activated_endothelial_cd140b,Cortex,0.06629672897196262,0.11234505050265653,0.618694085912966,-0.8621057993491444,0.8333333333333334,1712.0,12.0,0.4166666666666667
neutrophil,activated_endothelial_cd140b,Medulla,0.054282115869017634,0.08106979275281587,0.6858423475089728,-0.5804505325001881,0.6666666666666666,1588.0,12.0,0.3333333333333333
neutrophil,activated_endothelial_cd44,Cortex,0.08860981308411214,0.12190074694678056,0.7474951148560272,-0.5491995250926098,0.5833333333333334,1712.0,12.0,0.5
neutrophil,activated_endothelial_cd44,Medulla,0.12858942065491183,0.15651281766281505,0.8261600662051356,-0.2894227567306072,0.6666666666666666,1588.0,12.0,0.3333333333333333
neutrophil,activated_fibroblast_cd140b,Cortex,0.0370911214953271,0.04286566432910902,0.8245742629538847,-0.44922434864139266,0.25,1712.0,12.0,0.08333333333333333
neutrophil,activated_fibroblast_cd140b,Medulla,0.04319899244332493,0.05199970909263654,0.8073950741132456,-0.3601138299183679,0.3333333333333333,1588.0,12.0,0.08333333333333333
neutrophil,activated_fibroblast_cd44,Cortex,0.0798481308411215,0.06696172946970427,1.1736645694809615,0.20283706362855763,0.3333333333333333,1712.0,12.0,0.25
neutrophil,activated_fibroblast_cd44,Medulla,0.08450881612090681,0.07030775012247321,1.2059176530728688,0.22847860915691298,0.16666666666666666,1588.0,12.0,0.16666666666666666
neutrophil,activated_immune,Cortex,0.014369158878504673,0.014317034097836417,0.8897603517653168,,0.08333333333333333,1712.0,12.0,0.08333333333333333
neutrophil,activated_immune,Medulla,0.012405541561712845,0.015134041922803054,0.824089324226752,-0.343179196982625,0.08333333333333333,1588.0,12.0,0.0
neutrophil,activated_m2_cd140b,Cortex,0.012175015852885225,0.01702506740873052,0.9279555344799135,,0.09090909090909091,1577.0,11.0,0.09090909090909091
neutrophil,activated_m2_cd140b,Medulla,0.018891687657430732,0.018838290020303773,1.0148544755962847,-0.10344789711258873,0.16666666666666666,1588.0,12.0,0.0
neutrophil,activated_m2_cd44,Cortex,0.1304322429906542,0.10126876106588424,1.2254892540780362,0.27475219335818607,0.5833333333333334,1712.0,12.0,0.4166666666666667
neutrophil,activated_m2_cd44,Medulla,0.11102015113350126,0.0880855510940364,1.2722395778735904,0.33979948000605226,0.5833333333333334,1588.0,12.0,0.3333333333333333
neutrophil,activated_myeloid_cd140b,Cortex,0.0037662337662337656,0.005813049923366612,0.7374797722119151,-0.6957801304650107,0.0,1540.0,11.0,0.0
neutrophil,activated_myeloid_cd140b,Medulla,0.006738035264483627,0.006531293354925816,1.0303741126631556,,0.0,1588.0,12.0,0.0
neutrophil,activated_myeloid_cd44,Cortex,0.03679906542056075,0.03542213002984631,1.0457409974460368,0.034921330901983794,0.08333333333333333,1712.0,12.0,0.0
neutrophil,activated_myeloid_cd44,Medulla,0.039987405541561716,0.031670074078918566,1.3445263331526396,0.3675929564325382,0.4166666666666667,1588.0,12.0,0.16666666666666666
neutrophil,endothelial,Cortex,0.11057242990654206,0.17991178792701754,0.674851948986084,-0.722614648086599,0.75,1712.0,12.0,0.75
neutrophil,endothelial,Medulla,0.09829974811083125,0.15899638583963993,0.6386369910067283,-0.690400144596646,0.75,1588.0,12.0,0.75
neutrophil,fibroblast,Cortex,0.05385514018691589,0.04830914264119912,0.9885477452913108,-0.18547680380178036,0.3333333333333333,1712.0,12.0,0.08333333333333333
neutrophil,fibroblast,Medulla,0.05573047858942066,0.06457254568135436,0.84917965859809,-0.2599612506220188,0.25,1588.0,12.0,0.0
neutrophil,immune_cells,Cortex,0.043165887850467294,0.04845442238519998,0.8244496791887138,-0.3665358225977241,0.08333333333333333,1712.0,12.0,0.0
neutrophil,immune_cells,Medulla,0.05170025188916876,0.05314199668492532,0.9392655199549282,-0.13525871292854066,0.16666666666666666,1588.0,12.0,0.16666666666666666
neutrophil,m2_macrophage,Cortex,0.013843457943925231,0.014345285509000378,0.9530643390533784,,0.08333333333333333,1712.0,12.0,0.0
neutrophil,m2_macrophage,Medulla,0.029282115869017637,0.028161081169469134,1.0739451887125233,0.04336669169319056,0.08333333333333333,1588.0,12.0,0.08333333333333333
neutrophil,myeloid,Cortex,0.009380863039399626,0.010571088383612677,0.8506715506715508,-0.3440311790854697,0.0,1599.0,11.0,0.0
neutrophil,myeloid,Medulla,0.01952141057934509,0.0189179529651066,1.0060444650401252,-0.06337252322088835,0.08333333333333333,1588.0,12.0,0.0
neutrophil,neutrophil,Cortex,0.30175233644859817,0.18311331605899622,1.631474758592001,0.6472038942525015,1.0,1712.0,12.0,1.0
neutrophil,neutrophil,Medulla,0.24584382871536523,0.15606071755777634,1.5827804303532629,0.6425129202199814,1.0,1588.0,12.0,0.9166666666666666
