finding_type,finding,cell_type,markers,genes,hedges_g,p_value_fdr,aki_gene_association,aki_genes,indra_evidence_count,indra_max_belief,indra_statement_types,indra_context_tier,kidney_context_count,kidney_contexts,biological_context,enrichment_score,fraction_significant,shared_go_processes,mechanistic_narrative
differential_abundance,activated_endothelial_cd44 Sham_vs_D3,activated_endothelial_cd44,"CD44, CD31","CD44, PECAM1",-0.4879365669151873,0.8602150537634408,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,,,,
differential_abundance,activated_endothelial_cd44 Sham_vs_D7,activated_endothelial_cd44,"CD44, CD31","CD44, PECAM1",0.1016015770078021,1.0,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,,,,
differential_abundance,activated_endothelial_cd44 D1_vs_D3,activated_endothelial_cd44,"CD44, CD31","CD44, PECAM1",-0.0638160093032547,0.8602150537634408,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,,,,
differential_abundance,activated_endothelial_cd44 D3_vs_D7,activated_endothelial_cd44,"CD44, CD31","CD44, PECAM1",0.3973002721014872,0.8602150537634408,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,,,,
neighborhood_enrichment,activated_endothelial_cd140b <-> activated_endothelial_cd44 @ D1,activated_endothelial_cd140b | activated_endothelial_cd44,"CD140b, CD31 | CD44, CD31","PDGFRB, PECAM1 | CD44, PECAM1",,,True,CD44,22,0.742,"Activation, Complex, IncreaseAmount, Inhibition",medium,9,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,CD44 physically associates with PDGFRB — immune-stromal axis,1.19358619893048,0.1666666666666666,positive regulation of ERK1 and ERK2 cascade (GO:0070374); transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd140b <-> activated_endothelial_cd44 @ D3,activated_endothelial_cd140b | activated_endothelial_cd44,"CD140b, CD31 | CD44, CD31","PDGFRB, PECAM1 | CD44, PECAM1",,,True,CD44,22,0.742,"Activation, Complex, IncreaseAmount, Inhibition",medium,9,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,CD44 physically associates with PDGFRB — immune-stromal axis,1.357996357763556,0.5,positive regulation of ERK1 and ERK2 cascade (GO:0070374); transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd140b <-> activated_endothelial_cd44 @ D7,activated_endothelial_cd140b | activated_endothelial_cd44,"CD140b, CD31 | CD44, CD31","PDGFRB, PECAM1 | CD44, PECAM1",,,True,CD44,22,0.742,"Activation, Complex, IncreaseAmount, Inhibition",medium,9,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,CD44 physically associates with PDGFRB — immune-stromal axis,1.6533986687666982,0.6666666666666666,positive regulation of ERK1 and ERK2 cascade (GO:0070374); transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd140b <-> activated_endothelial_cd44 @ Sham,activated_endothelial_cd140b | activated_endothelial_cd44,"CD140b, CD31 | CD44, CD31","PDGFRB, PECAM1 | CD44, PECAM1",,,True,CD44,22,0.742,"Activation, Complex, IncreaseAmount, Inhibition",medium,9,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,CD44 physically associates with PDGFRB — immune-stromal axis,1.0473557517726089,0.1666666666666666,positive regulation of ERK1 and ERK2 cascade (GO:0070374); transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd140b <-> activated_immune_cd140b @ D7,activated_endothelial_cd140b | activated_immune_cd140b,"CD140b, CD31 | CD140b, CD45","PDGFRB, PECAM1 | PDGFRB, PTPRC",,,False,,14,0.476,"Activation, Complex, DecreaseAmount, IncreaseAmount, Inhibition",medium,8,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,,1.0095950731297678,0.0,,
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_endothelial_cd140b @ D1,activated_endothelial_cd44 | activated_endothelial_cd140b,"CD44, CD31 | CD140b, CD31","CD44, PECAM1 | PDGFRB, PECAM1",,,True,CD44,22,0.742,"Activation, Complex, IncreaseAmount, Inhibition",medium,9,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,CD44 physically associates with PDGFRB — immune-stromal axis,1.2464013946366883,0.1666666666666666,positive regulation of ERK1 and ERK2 cascade (GO:0070374); transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_endothelial_cd140b @ D3,activated_endothelial_cd44 | activated_endothelial_cd140b,"CD44, CD31 | CD140b, CD31","CD44, PECAM1 | PDGFRB, PECAM1",,,True,CD44,22,0.742,"Activation, Complex, IncreaseAmount, Inhibition",medium,9,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,CD44 physically associates with PDGFRB — immune-stromal axis,1.1374707562215651,0.6666666666666666,positive regulation of ERK1 and ERK2 cascade (GO:0070374); transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_endothelial_cd140b @ D7,activated_endothelial_cd44 | activated_endothelial_cd140b,"CD44, CD31 | CD140b, CD31","CD44, PECAM1 | PDGFRB, PECAM1",,,True,CD44,22,0.742,"Activation, Complex, IncreaseAmount, Inhibition",medium,9,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex; metanephric_glomerulus,CD44 physically associates with PDGFRB — immune-stromal axis,1.3664196771179706,0.1666666666666666,positive regulation of ERK1 and ERK2 cascade (GO:0070374); transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_endothelial_cd44 @ D1,activated_endothelial_cd44 | activated_endothelial_cd44,"CD44, CD31 | CD44, CD31","CD44, PECAM1 | CD44, PECAM1",,,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,2.23587468048971,1.0,transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_endothelial_cd44 @ D3,activated_endothelial_cd44 | activated_endothelial_cd44,"CD44, CD31 | CD44, CD31","CD44, PECAM1 | CD44, PECAM1",,,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,1.9494182280849055,1.0,transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_endothelial_cd44 @ D7,activated_endothelial_cd44 | activated_endothelial_cd44,"CD44, CD31 | CD44, CD31","CD44, PECAM1 | CD44, PECAM1",,,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,2.6211705093209576,1.0,transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_endothelial_cd44 @ Sham,activated_endothelial_cd44 | activated_endothelial_cd44,"CD44, CD31 | CD44, CD31","CD44, PECAM1 | CD44, PECAM1",,,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,2.0133084574551425,1.0,transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> activated_fibroblast @ D7,activated_endothelial_cd44 | activated_fibroblast,"CD44, CD31 | CD140a","CD44, PECAM1 | PDGFRA",,,True,CD44,2,0.83,Complex,low,8,nephrogenesis_genes; kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,High-belief complex despite single evidence,1.0370500932132647,0.6666666666666666,positive regulation of cell migration (GO:0030335); protein homodimerization activity (GO:0042803); positive regulation of ERK1 and ERK2 cascade (GO:0070374); cell migration (GO:0016477),"Endothelial-fibroblast proximity reflects the vascular-interstitial interface. PDGFRB on pericytes physically contacts endothelial cells. PDGFRA/PECAM1 share cell migration regulation (GO:0030335). In AKI, this interface is reported to be where capillary rarefaction and fibrosis originate."
neighborhood_enrichment,activated_endothelial_cd44 <-> resting_endothelial @ D1,activated_endothelial_cd44 | resting_endothelial,"CD44, CD31 | CD31","CD44, PECAM1 | PECAM1",,,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,1.0699112849070664,0.1666666666666666,transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
neighborhood_enrichment,activated_endothelial_cd44 <-> resting_endothelial @ D7,activated_endothelial_cd44 | resting_endothelial,"CD44, CD31 | CD31","CD44, PECAM1 | PECAM1",,,True,CD44,4,0.484,"Activation, IncreaseAmount, Inhibition",low,7,kidney_lineage_markers; glomerular_endothelium; neutrophil_degranulation; leukocyte_extravasation; aki_direct; kidney_epithelium; metanephros_cortex,,1.07440393684572,0.0,transmembrane signaling receptor activity (GO:0004888),Endothelial self-clustering reflects vascular network topology. CD31+/CD34+ endothelial cells in the peritubular capillary plexus are physically connected. PECAM1 mediates homophilic adhesion (GO:0007156). Both share glomerular endothelium development (GO:0072011).
